y93kn3ry,9kvynokg,3698y3dl,606.0,2021-10-03,True,1xy5ww8r,USA / NTSC,jp404mkj
mk50gvlm,9kvynokg,3698y3dl,629.0,2021-09-27,True,1xy5ww8r,USA / NTSC,68wk9eq8
y27dq4jz,ndx1n52q,3698y3dl,2211.0,2021-08-17,True,j96l10vj,USA / NTSC,7j4o3vv8
y47wl33y,xk9p6gxd,3698y3dl,32.42,2021-08-15,True,j96l10vj,USA / NTSC,7j4o3vv8
ywkpe99y,9kvynokg,3698y3dl,516.0,2021-08-02,True,j96l10vj,USA / NTSC,7j4o3vv8
ywkpel9y,9kvynokg,3698y3dl,508.25,2021-08-02,True,j96l10vj,USA / NTSC,j96l10vj
y2736kjz,9kvynokg,3698y3dl,526.0,2021-08-01,True,j96l10vj,USA / NTSC,7j4o3vv8
z5don3nm,xk9p6gxd,3698y3dl,97.4,2021-08-01,True,j96l10vj,USA / NTSC,j96l10vj
y4756pdy,xk9p6gxd,3698y3dl,97.7,2021-07-31,True,j96l10vj,USA / NTSC,j96l10vj
z1x3l7gm,ndx1n52q,3698y3dl,2221.0,2021-07-30,True,j96l10vj,JPN / NTSC,7j4o3vv8
z5d56xjm,w20yn8kn,3698y3dl,4144.0,2021-07-27,True,j96l10vj,USA / NTSC,j96l10vj
z0r42qoz,w20yn8kn,3698y3dl,4186.0,2021-07-13,True,j96l10vj,USA / NTSC,j96l10vj
z5r48qgy,9kvynokg,3698y3dl,426.81,2021-07-12,True,j96l10vj,USA / NTSC,7j4o3vv8
mr10lkdz,9kvynokg,3698y3dl,511.0,2021-06-25,True,j96l10vj,USA / NTSC,j96l10vj
yv1v4v4y,xk9p6gxd,3698y3dl,43.633,2021-06-12,True,1xy5ww8r,USA / NTSC,86vn91wj
yv1v40ey,xk9p6gxd,3698y3dl,43.41,2021-06-09,True,1xy5ww8r,USA / NTSC,7j4o3vv8
yo7ovdjm,zd3vm6n2,3698y3dl,22.289,2021-06-10,True,1xy5ww8r,USA / NTSC,7j4o3vv8
z0rxwp8z,xk9p6gxd,3698y3dl,99.567,2021-06-12,True,j96l10vj,USA / NTSC,j96l10vj
me7l0e0y,9kvynokg,3698y3dl,573.45,2021-06-10,True,1xy5ww8r,USA / NTSC,86vn91wj
yo7l110m,ndx1n52q,3698y3dl,2041.0,2021-06-07,True,j96l10vj,USA / NTSC,j96l10vj
yv18e9xy,9kvynokg,3698y3dl,683.0,2021-06-06,False,1xy5ww8r,USA / NTSC,qjol3p0j
zp1g4pnz,9kvynokg,3698y3dl,553.0,2020-05-21,False,j96l10vj,USA / NTSC,48g4lgp8
z5rx2x5y,9kvynokg,3698y3dl,437.0,2020-06-19,False,j96l10vj,USA / NTSC,zx727687
zggqg60z,9kvynokg,3698y3dl,439.0,2021-05-30,True,j96l10vj,USA / NTSC,7j4o3vv8
zn1poevm,ndx1n52q,3698y3dl,2053.0,2021-05-25,True,j96l10vj,USA / NTSC,j96l10vj
z0rrv19z,ndx1n52q,3698y3dl,2065.0,2021-05-14,False,j96l10vj,USA / NTSC,j96l10vj
y9998lvy,ndx1n52q,3698y3dl,2066.0,2021-05-12,True,j96l10vj,USA / NTSC,j96l10vj
yv164key,ndx1n52q,3698y3dl,2277.0,2021-04-26,True,j96l10vj,USA / NTSC,kj9rv7j4
y4r17n3z,ndx1n52q,3698y3dl,2886.0,2021-04-23,True,j96l10vj,USA / NTSC,7j4o3vv8
zn1rex8m,ndx1n52q,3698y3dl,2076.0,2021-04-24,True,1xy5ww8r,USA / NTSC,j96l10vj
y8vxo85z,ndx1n52q,3698y3dl,2355.0,2021-02-22,True,1xy5ww8r,USA / NTSC,kj9rv7j4
yj1d2g3y,w20yn8kn,3698y3dl,4258.0,2021-02-21,True,1xy5ww8r,USA / NTSC,j96l10vj
z50vevny,w20yn8kn,3698y3dl,4337.0,2021-02-14,True,1xy5ww8r,USA / NTSC,j96l10vj
zgxdj2vm,ndx1n52q,3698y3dl,5828.0,2021-02-14,True,1xy5ww8r,USA / NTSC,7j4o3vv8
yo96531y,9kvynokg,3698y3dl,659.57,2021-02-11,True,1xy5ww8r,USA / NTSC,8l00d928
me97w8qz,ndx1n52q,3698y3dl,2096.0,2021-02-07,True,1xy5ww8r,USA / NTSC,j96l10vj
y66dlwjy,ndx1n52q,3698y3dl,2435.83,2021-02-05,True,1xy5ww8r,USA / NTSC,816km03x
z1815rgy,ndx1n52q,3698y3dl,2464.0,2021-01-19,True,1xy5ww8r,USA / NTSC,816km03x
zqgk1g8m,9kvynokg,3698y3dl,650.0,2021-01-12,False,1xy5ww8r,USA / NTSC,e8eo1y7j
ylv8qgxm,ndx1n52q,3698y3dl,2951.0,2021-01-05,True,1xy5ww8r,USA / NTSC,816km03x
mr9611gm,ndx1n52q,3698y3dl,2299.0,2020-09-18,True,1xy5ww8r,JPN / NTSC,qj24do8k
y8rrl1dm,wdm8r52q,3698y3dl,10912.0,2020-10-17,False,pj025m8w,JPN / NTSC,qj2dw2l8
zn38o97y,9kvynokg,3698y3dl,618.0,2020-09-13,False,1xy5ww8r,USA / NTSC,7j42ez5x
y90r7ery,ndx1n52q,3698y3dl,2201.0,2020-08-23,False,pj025m8w,JPN / NTSC,qj2dw2l8
yokgq30z,9kvynokg,3698y3dl,639.0,2020-08-21,True,pj025m8w,USA / NTSC,8v5940nj
yokgop1z,9kvynokg,3698y3dl,666.533,2020-08-20,True,pj025m8w,USA / NTSC,8v5940nj
z05oqejm,9kvynokg,3698y3dl,607.0,2020-06-02,True,1xy5ww8r,USA / NTSC,98rww2gx
y4w8gdqm,9kvynokg,3698y3dl,626.0,2020-06-01,True,1xy5ww8r,USA / NTSC,98rww2gx
z15jr97y,w20yn8kn,3698y3dl,4955.0,2020-04-14,False,1xy5ww8r,JPN / NTSC,qj2dw2l8
m35d3q4y,ndx1n52q,3698y3dl,2256.0,2014-04-27,True,1xy5ww8r,JPN / NTSC,98r24qx1
yd5qdjjm,9kvynokg,3698y3dl,514.0,2014-02-12,True,1xy5ww8r,JPN / NTSC,98r24qx1
y25334wy,w20yn8kn,3698y3dl,5012.0,2020-04-01,False,1xy5ww8r,JPN / NTSC,qj2dw2l8
yj3nd9gz,9kvynokg,3698y3dl,632.0,2020-03-17,False,1xy5ww8r,USA / NTSC,zxzygl4j
m31pplgz,9kvynokg,3698y3dl,665.0,2020-03-12,False,1xy5ww8r,USA / NTSC,zxzygl4j
yv350qxz,9kvynokg,3698y3dl,564.0,2020-02-03,True,y8d365x6,USA / NTSC,8l041n48
yl485n2m,9kvynokg,3698y3dl,589.0,2019-04-28,False,y8d365x6,JPN / NTSC,qj2dw2l8
m7pr91wm,ndx1n52q,3698y3dl,2324.0,2019-05-01,False,y8d365x6,JPN / NTSC,qj2dw2l8
y95ke1vz,9kvynokg,3698y3dl,508.88,2019-12-07,True,v81v2r8p,USA / NTSC,y8d5z9oj
y6l0e80y,9kvynokg,3698y3dl,565.0,2019-10-07,True,y8d365x6,USA / NTSC,48g4lgp8
y953vrnz,9kvynokg,3698y3dl,635.98,2015-07-17,True,1xy5ww8r,USA / NTSC,kjp1700j
yoj77wjm,ndx1n52q,3698y3dl,2301.0,2018-09-18,True,1xy5ww8r,USA / NTSC,e8er3ndj
yw4dvonz,9kvynokg,3698y3dl,601.0,2019-07-26,True,v81v2r8p,USA / NTSC,7j4wpdlx
zgkwr8ey,9kvynokg,3698y3dl,604.0,2019-07-11,True,1xy5ww8r,USA / NTSC,7j4wpdlx
yd66kn0z,9kvynokg,3698y3dl,611.0,2019-07-07,True,v81v2r8p,USA / NTSC,7j4wpdlx
yl005o2y,9kvynokg,3698y3dl,660.0,2019-07-04,True,v81v2r8p,USA / NTSC,7j4wpdlx
zg798q0z,wdm8r52q,3698y3dl,9480.0,2019-03-10,True,1xy5ww8r,USA / NTSC,y8d365x6
zn453e3m,9kvynokg,3698y3dl,960.0,2019-03-06,True,y8d365x6,USA / NTSC,18v747n8
